"","Assembly.Accession","Assembly.Level","Assembly.Stats.Contig.N50","Assembly.Stats.Scaffold.N50","Organism.Name","Assembly.Submission.Date","file"
"1037","GCA_009936485.2","Scaffold",23832,17055376,"Gymnarchus niloticus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_009936485.2/GCA_009936485.2_ASM993648v2_genomic.fna"
"1038","GCA_011763505.2","Scaffold",1826,3201,"Lythrypnus dalli","2023-02-16","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_011763505.2/GCA_011763505.2_ASM1176350v2_genomic.fna"
"1039","GCA_015164015.2","Scaffold",10294,25260205,"Brevimyrus niger","2023-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_015164015.2/GCA_015164015.2_ASM1516401v2_genomic.fna"
"1040","GCA_019775955.2","Scaffold",8888,26003243,"Pollimyrus isidori","2023-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_019775955.2/GCA_019775955.2_ASM1977595v2_genomic.fna"
"1041","GCA_024416835.2","Chromosome",4646325,33774371,"Perccottus glenii","2023-04-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_024416835.2/GCA_024416835.2_ASM2441683v2_genomic.fna"
"1042","GCA_024633595.2","Scaffold",1391952,36129979,"Lepomis macrochirus","2023-01-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_024633595.2/GCA_024633595.2_Lm_LA_1.1_genomic.fna"
"1043","GCA_026929865.2","Chromosome",31308663,33676134,"Hyperoplus lanceolatus","2023-01-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_026929865.2/GCA_026929865.2_TBG_H_lanceolatus_asm_v1.1_genomic.fna"
"1044","GCA_027564155.1","Chromosome",2001950,37113662,"Gymnocypris eckloni scoliostomus","2023-01-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027564155.1/GCA_027564155.1_ASM2756415v1_genomic.fna"
"1045","GCA_027564185.1","Scaffold",2329,59684684,"Cephalocassis borneensis","2023-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027564185.1/GCA_027564185.1_ASM2756418v1_genomic.fna"
"1046","GCA_027564635.1","Scaffold",11024,13669,"Typhlichthys eigenmanni","2023-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027564635.1/GCA_027564635.1_ASM2756463v1_genomic.fna"
"1047","GCA_027564755.1","Scaffold",10076,12102,"Amblyopsis hoosieri","2023-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027564755.1/GCA_027564755.1_ASM2756475v1_genomic.fna"
"1048","GCA_027564775.1","Scaffold",9698,11527,"Amblyopsis spelaea","2023-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027564775.1/GCA_027564775.1_ASM2756477v1_genomic.fna"
"1049","GCA_027564795.1","Scaffold",7562,10609,"Aphredoderus sayanus","2023-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027564795.1/GCA_027564795.1_ASM2756479v1_genomic.fna"
"1050","GCA_027564835.1","Scaffold",10284,13334,"Typhlichthys subterraneus","2023-01-03","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027564835.1/GCA_027564835.1_ASM2756483v1_genomic.fna"
"1051","GCA_027574745.1","Scaffold",2161,57515776,"Occidentarius platypogon","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027574745.1/GCA_027574745.1_ASM2757474v1_genomic.fna"
"1052","GCA_027575585.1","Scaffold",10557,13143,"Percopsis omiscomaycus","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027575585.1/GCA_027575585.1_ASM2757558v1_genomic.fna"
"1053","GCA_027575605.1","Scaffold",2341,53749354,"Sciades troschelii","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027575605.1/GCA_027575605.1_ASM2757560v1_genomic.fna"
"1054","GCA_027575895.1","Scaffold",2191,63944787,"Brustiarius solidus","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027575895.1/GCA_027575895.1_ASM2757589v1_genomic.fna"
"1055","GCA_027575915.1","Scaffold",2645,58843288,"Arius madagascariensis","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027575915.1/GCA_027575915.1_ASM2757591v1_genomic.fna"
"1056","GCA_027575935.1","Scaffold",2433,62888858,"Nemapteryx augusta","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027575935.1/GCA_027575935.1_ASM2757593v1_genomic.fna"
"1057","GCA_027575955.1","Scaffold",2394,59348180,"Nemapteryx nenga","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027575955.1/GCA_027575955.1_ASM2757595v1_genomic.fna"
"1058","GCA_027575975.1","Scaffold",2020,59125954,"Cathorops multiradiatus","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027575975.1/GCA_027575975.1_ASM2757597v1_genomic.fna"
"1059","GCA_027575995.1","Scaffold",2335,63858964,"Hemiarius dioctes","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027575995.1/GCA_027575995.1_ASM2757599v1_genomic.fna"
"1060","GCA_027576015.1","Scaffold",2576,59591328,"Hemiarius stormii","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576015.1/GCA_027576015.1_ASM2757601v1_genomic.fna"
"1061","GCA_027576035.1","Scaffold",2172,63936587,"Cinetodus crassilabris","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576035.1/GCA_027576035.1_ASM2757603v1_genomic.fna"
"1062","GCA_027576055.1","Scaffold",2584,63907610,"Cochlefelis danielsi","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576055.1/GCA_027576055.1_ASM2757605v1_genomic.fna"
"1063","GCA_027576075.1","Scaffold",2052,58841666,"Cathorops hypophthalmus","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576075.1/GCA_027576075.1_ASM2757607v1_genomic.fna"
"1064","GCA_027576095.1","Scaffold",2028,58857062,"Plicofollis tonggol","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576095.1/GCA_027576095.1_ASM2757609v1_genomic.fna"
"1065","GCA_027576115.1","Scaffold",2951,56397652,"Cathorops melanopus","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576115.1/GCA_027576115.1_ASM2757611v1_genomic.fna"
"1066","GCA_027576175.1","Scaffold",2721,56299849,"Sciades proops","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576175.1/GCA_027576175.1_ASM2757617v1_genomic.fna"
"1067","GCA_027576215.1","Scaffold",369,61178117,"Amissidens hainesi","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576215.1/GCA_027576215.1_ASM2757621v1_genomic.fna"
"1068","GCA_027576235.1","Scaffold",2121,63891876,"Brustiarius nox","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576235.1/GCA_027576235.1_ASM2757623v1_genomic.fna"
"1069","GCA_027576255.1","Scaffold",2283,63307472,"Potamosilurus coatesi","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576255.1/GCA_027576255.1_ASM2757625v1_genomic.fna"
"1070","GCA_027576275.1","Scaffold",2443,59176157,"Cephalocassis melanochir","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576275.1/GCA_027576275.1_ASM2757627v1_genomic.fna"
"1071","GCA_027576325.1","Scaffold",1812,57242435,"Sciades assimilis","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576325.1/GCA_027576325.1_ASM2757632v1_genomic.fna"
"1072","GCA_027576375.1","Scaffold",2280,56778049,"Genidens genidens","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576375.1/GCA_027576375.1_ASM2757637v1_genomic.fna"
"1073","GCA_027576395.1","Scaffold",2631,64302036,"Cinetodus carinatus","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576395.1/GCA_027576395.1_ASM2757639v1_genomic.fna"
"1074","GCA_027576415.1","Scaffold",2497,63631225,"Cochlefelis spatula","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576415.1/GCA_027576415.1_ASM2757641v1_genomic.fna"
"1075","GCA_027576435.1","Scaffold",2928,56747414,"Potamarius nelsoni","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576435.1/GCA_027576435.1_ASM2757643v1_genomic.fna"
"1076","GCA_027576475.1","Scaffold",2545,63623812,"Nedystoma dayi","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576475.1/GCA_027576475.1_ASM2757647v1_genomic.fna"
"1077","GCA_027576495.1","Scaffold",2274,63735278,"Potamosilurus latirostris","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576495.1/GCA_027576495.1_ASM2757649v1_genomic.fna"
"1078","GCA_027576535.1","Scaffold",2617,64088733,"Neoarius utarus","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576535.1/GCA_027576535.1_ASM2757653v1_genomic.fna"
"1079","GCA_027576555.1","Scaffold",2295,59670264,"Plicofollis layardi","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576555.1/GCA_027576555.1_ASM2757655v1_genomic.fna"
"1080","GCA_027576575.1","Scaffold",2781,58718353,"Netuma bilineata","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576575.1/GCA_027576575.1_ASM2757657v1_genomic.fna"
"1081","GCA_027576595.1","Scaffold",2081,64566064,"Potamosilurus velutinus","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576595.1/GCA_027576595.1_ASM2757659v1_genomic.fna"
"1082","GCA_027576615.1","Scaffold",2396,63320601,"Nedystoma novaeguineae","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576615.1/GCA_027576615.1_ASM2757661v1_genomic.fna"
"1083","GCA_027576635.1","Scaffold",2450,64442929,"Cinetodus froggatti","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576635.1/GCA_027576635.1_ASM2757663v1_genomic.fna"
"1084","GCA_027576675.1","Scaffold",2119,59139592,"Plicofollis nella","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576675.1/GCA_027576675.1_ASM2757667v1_genomic.fna"
"1085","GCA_027576735.1","Scaffold",2379,55967399,"Chinchaysuyoa labiata","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576735.1/GCA_027576735.1_ASM2757673v1_genomic.fna"
"1086","GCA_027576835.1","Scaffold",2376,66071832,"Neoarius berneyi","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576835.1/GCA_027576835.1_ASM2757683v1_genomic.fna"
"1087","GCA_027576855.1","Scaffold",2140,64420667,"Nemapteryx armiger","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576855.1/GCA_027576855.1_ASM2757685v1_genomic.fna"
"1088","GCA_027576875.1","Scaffold",13798,25324497,"Paramormyrops sp. MAG","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576875.1/GCA_027576875.1_ASM2757687v1_genomic.fna"
"1089","GCA_027576895.1","Scaffold",2202,64081638,"Sciades mastersi","2023-01-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027576895.1/GCA_027576895.1_ASM2757689v1_genomic.fna"
"1090","GCA_027579695.1","Chromosome",14859289,83992109,"Neoarius graeffei","2023-01-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027579695.1/GCA_027579695.1_fNeoGra1.pri_genomic.fna"
"1091","GCA_027580175.1","Chromosome",16036871,30486584,"Siniperca scherzeri","2023-01-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027580175.1/GCA_027580175.1_ASM2758017v1_genomic.fna"
"1092","GCA_027704905.1","Chromosome",636888,30072179,"Muraenolepis orangiensis","2023-01-13","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027704905.1/GCA_027704905.1_KU_S4_genomic.fna"
"1093","GCA_027942865.1","Chromosome",9831534,39252737,"Odontesthes bonariensis","2023-01-24","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_027942865.1/GCA_027942865.1_fOdoBon6.hap1_genomic.fna"
"1094","GCA_028022725.1","Chromosome",4715471,27720618,"Lycodopsis pacificus","2023-01-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028022725.1/GCA_028022725.1_fLycPai1.hap2_genomic.fna"
"1095","GCA_028031935.1","Chromosome",63146,29801667,"Paedocypris micromegethes","2023-01-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028031935.1/GCA_028031935.1_ASM2803193v1_genomic.fna"
"1096","GCA_028128575.1","Scaffold",5024,123810,"Paedocypris carbunculus","2023-01-27","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028128575.1/GCA_028128575.1_ASM2812857v1_genomic.fna"
"1097","GCA_028476615.1","Scaffold",1152803,1172915,"Culter alburnus","2023-02-06","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028476615.1/GCA_028476615.1_ASM2847661v1_genomic.fna"
"1098","GCA_028564705.1","Scaffold",1625559,1678775,"Aphanius iberus","2023-02-08","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028564705.1/GCA_028564705.1_Aphanius_MNCN_1.0_genomic.fna"
"1099","GCA_028564865.1","Scaffold",14430,11651686,"Zenarchopterus dispar","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028564865.1/GCA_028564865.1_ASM2856486v1_genomic.fna"
"1100","GCA_028564905.1","Scaffold",3267,16998478,"Leptodoras praelongus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028564905.1/GCA_028564905.1_ASM2856490v1_genomic.fna"
"1101","GCA_028564935.1","Scaffold",9756,18169250,"Neosilurus hyrtlii","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028564935.1/GCA_028564935.1_ASM2856493v1_genomic.fna"
"1102","GCA_028564955.1","Scaffold",6877,24019472,"Terapon puta","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028564955.1/GCA_028564955.1_ASM2856495v1_genomic.fna"
"1103","GCA_028565275.1","Scaffold",8880,18332047,"Leiocassis micropogon","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565275.1/GCA_028565275.1_ASM2856527v1_genomic.fna"
"1104","GCA_028565295.1","Scaffold",3345,6436,"Aspidoras spilotus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565295.1/GCA_028565295.1_ASM2856529v1_genomic.fna"
"1105","GCA_028565595.1","Scaffold",8293,20064885,"Duopalatinus emarginatus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565595.1/GCA_028565595.1_ASM2856559v1_genomic.fna"
"1106","GCA_028565655.1","Scaffold",1656,1755,"Corydoras axelrodi","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565655.1/GCA_028565655.1_ASM2856565v1_genomic.fna"
"1107","GCA_028565755.1","Scaffold",5705,17176502,"Dinotopterus cunningtoni","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565755.1/GCA_028565755.1_ASM2856575v1_genomic.fna"
"1108","GCA_028565775.1","Scaffold",15894,19157053,"Sternarchorhynchus goeldii","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565775.1/GCA_028565775.1_ASM2856577v1_genomic.fna"
"1109","GCA_028565825.1","Scaffold",8181,14554035,"Olivaichthys viedmensis","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565825.1/GCA_028565825.1_ASM2856582v1_genomic.fna"
"1110","GCA_028565875.1","Scaffold",5299,6083,"Corydoras paleatus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565875.1/GCA_028565875.1_ASM2856587v1_genomic.fna"
"1111","GCA_028565975.1","Scaffold",16093,26911286,"Kryptolebias gracilis","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028565975.1/GCA_028565975.1_ASM2856597v1_genomic.fna"
"1112","GCA_028566035.1","Scaffold",17500,26756405,"Kryptolebias ocellatus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566035.1/GCA_028566035.1_ASM2856603v1_genomic.fna"
"1113","GCA_028566055.1","Scaffold",16708,24156648,"Hypoplectrus randallorum","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566055.1/GCA_028566055.1_ASM2856605v1_genomic.fna"
"1114","GCA_028566095.1","Scaffold",6763,27337586,"Kryptolebias brasiliensis","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566095.1/GCA_028566095.1_ASM2856609v1_genomic.fna"
"1115","GCA_028566105.1","Scaffold",8212,23882540,"Hypoplectrus providencianus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566105.1/GCA_028566105.1_ASM2856610v1_genomic.fna"
"1116","GCA_028566275.1","Scaffold",9386,23765999,"Hypoplectrus guttavarius","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566275.1/GCA_028566275.1_ASM2856627v1_genomic.fna"
"1117","GCA_028566295.1","Scaffold",4744,10858133,"Liobagrus marginatus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566295.1/GCA_028566295.1_ASM2856629v1_genomic.fna"
"1118","GCA_028566355.1","Scaffold",3304,19548071,"Doras micropoeus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566355.1/GCA_028566355.1_ASM2856635v1_genomic.fna"
"1119","GCA_028566375.1","Scaffold",3108,17005198,"Leptodoras nelsoni","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566375.1/GCA_028566375.1_ASM2856637v1_genomic.fna"
"1120","GCA_028566415.1","Scaffold",8307,23810142,"Hypoplectrus nigricans","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566415.1/GCA_028566415.1_ASM2856641v1_genomic.fna"
"1121","GCA_028566435.1","Scaffold",4658,19543527,"Scorpiodoras heckelii","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566435.1/GCA_028566435.1_ASM2856643v1_genomic.fna"
"1122","GCA_028566695.1","Scaffold",5413,19799886,"Bagroides melapterus","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566695.1/GCA_028566695.1_ASM2856669v1_genomic.fna"
"1123","GCA_028566735.1","Scaffold",2630,3061,"Ammoglanis amapaensis","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028566735.1/GCA_028566735.1_ASM2856673v1_genomic.fna"
"1124","GCA_028567035.1","Scaffold",4445,34996001,"Melanotaenia mubiensis","2023-02-09","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_02/ncbi_dataset/data/GCA_028567035.1/GCA_028567035.1_ASM2856703v1_genomic.fna"
